,,weekday,holiday,rush hour,accident,construction,match,concert,festival,weather,temperature,humidity,precipitation,wind-speed,wind-direction,solar-radiation,Ginza-Line・inbound,Ginza-Line・outbound,Chiyoda-Line・inbound,Chiyoda-Line・outbound,Nanboku-Line・inbound,Nanboku-Line・outbound,Marunouchi-Line・inbound,Marunouchi-Line・outbound,delay
,8:00~9:00,1,0,1,0,0,0,0,0,2,28,70,0,3.2,8,1.65,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,30.2,63,0,3.4,8,2.28,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,31.5,53,0,3.6,7,2.75,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,31.9,56,0,5.2,7,3.08,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,32.2,61,0,5.5,7,3.23,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,32.3,66,0,5.7,7,3.17,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,31.4,68,0,6.1,6,1.96,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,32,68,0,5.3,7,2.42,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,32.5,67,0,6,6,2.16,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,2,32,69,0,3.9,7,1.3,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,1,0,0,2,30.4,75,0,3.6,7,0.36,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,1,0,0,2,29,81,0,3.2,8,0.03,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,1,0,0,2,28.7,82,0,4.5,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,28.4,80,0,3.5,7,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,28.3,83,0,3,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,28.2,83,0,3.5,8,0,1,1,1,1,1,1,1,1,0
2022.08.26,0:00~1:00,1,0,0,0,0,0,0,0,2,27.9,86,0,4.4,7,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,2,27.7,86,0,4.7,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,2,27.2,88,0,2.4,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,2,27.3,87,0,1.6,7,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,2,27.1,89,0,3.5,9,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,2,26.2,95,0,2.3,9,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,26,99,0,2.5,7,0.02,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,25.8,100,0,2.8,8,0.06,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,25.9,100,0,3.1,9,0.15,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,25.7,100,0,4.2,9,0.11,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,25.6,99,0,2.9,9,0.08,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,25.6,100,0,5.8,8,0.08,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,25.6,100,0,1.4,9,0.13,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,25.6,100,0,1.9,10,0.18,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,26,99,0,4.4,8,0.55,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,0,0,0,0,4,26.6,98,0,3,8,1.45,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,0,0,0,0,4,28.2,90,0.1,3.9,9,1.14,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,0,0,0,0,4,27.6,89,0,3.2,8,0.34,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,2,27.5,91,0,2.8,8,0.3,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,2,27.5,90,0,4.3,8,0.04,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,2,27.5,89,0,5.6,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,27.1,90,0,3.7,8,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,26.9,91,0,4.5,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,26.7,92,0,3,7,0,1,1,1,1,1,1,1,1,0
2022.08.27,0:00~1:00,0,1,0,0,0,0,0,0,2,26.9,91,0,4.4,9,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,2,27,89,0,4.8,8,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,2,26.7,89,0,3.9,8,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,2,26.6,89,0,4.4,8,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,2,26.6,89,0,4.3,8,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,2,26.7,87,0,4.3,8,0.01,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,2,26.5,86,0,4.1,8,0.19,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,2,26.8,84,0,4,8,0.89,3,3,4,4,5,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,2,28.2,80,0,4.7,8,1.47,4,4,5,5,5,3,4,2,0
,9:00~10:00,0,1,0,0,1,0,0,0,1,29.3,72,0,7.2,8,2.01,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,1,0,0,0,1,30.6,71,0,4.7,8,2.85,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,1,0,0,0,1,31.8,70,0,6.3,7,3.2,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,1,0,0,0,1,31.8,67,0,4.8,9,3.32,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,1,0,0,0,1,32.8,66,0,4.3,8,2.95,2,2,2,2,3,2,2,2,0
,14:00~15:00,0,1,0,0,1,0,0,0,1,32.5,62,0,5.8,8,2.97,2,2,2,2,3,2,2,2,0
,15:00~16:00,0,1,0,0,1,0,0,0,1,32.8,62,0,6.2,9,2.34,2,2,2,2,3,2,2,2,0
,16:00~17:00,0,1,0,0,1,0,0,0,1,32,66,0,4.9,8,1.66,2,2,2,2,3,2,2,2,0
,17:00~18:00,0,1,0,0,1,0,0,0,1,32.4,67,0,5.4,8,1.46,2,2,2,2,4,3,3,3,0
,18:00~19:00,0,1,0,0,0,0,1,0,1,31,68,0,4.9,8,0.58,3,3,3,3,5,3,4,3,0
,19:00~20:00,0,1,0,0,0,0,1,0,1,29.8,73,0,3.1,8,0.09,2,2,2,2,5,3,4,3,0
,20:00~21:00,0,1,0,0,0,0,1,0,1,29.3,75,0,5.7,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,0,1,0,0,0,0,0,0,1,28.6,77,0,5.8,8,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,0,1,0,0,0,0,0,0,1,28.3,78,0,4.1,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,0,1,0,0,0,0,0,0,1,28.1,77,0,4.8,8,0,1,1,1,1,1,1,1,1,0
2022.08.28,0:00~1:00,0,1,0,0,0,0,0,0,2,27.7,83,0,3.9,8,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,2,27.5,86,0,4.9,9,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,2,27.3,85,0,4,8,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,2,27,86,0,2,9,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,2,27,86,0,3.1,8,0.01,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,2,26.1,88,0,2.7,9,0.24,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,2,26.3,88,0,2,9,0.76,2,2,2,2,4,3,4,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,2,26.7,86,0,2.9,8,1.41,3,3,4,4,5,3,4,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,2,28.1,82,0,2.5,9,1.68,4,4,5,5,5,3,4,2,0
,9:00~10:00,0,1,0,0,0,0,0,0,4,28.7,79,0,3.7,7,1.76,3,3,4,4,4,3,4,2,0
,10:00~11:00,0,1,0,0,0,0,0,0,4,29.7,74,0.1,2.3,8,2.28,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,0,0,0,0,4,30.8,72,0,5.1,7,2.9,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,1,0,0,0,2,31.3,73,0,4,6,3.08,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,1,0,0,0,2,32.2,70,0,6.1,6,1.88,2,2,2,2,3,2,2,2,0
,14:00~15:00,0,1,0,0,1,0,0,0,2,32.6,67,0,4.7,6,2.04,2,2,2,2,3,2,2,2,0
,15:00~16:00,0,1,0,0,1,0,0,0,2,32.2,64,0,5.2,6,1.08,2,2,2,2,3,2,2,2,0
,16:00~17:00,0,1,0,0,1,0,1,0,2,32.1,68,0,5.2,7,0.16,2,2,2,2,3,2,2,2,0
,17:00~18:00,0,1,0,0,1,0,1,0,2,31.5,67,0,4.5,7,0.01,2,2,2,2,4,3,3,3,0
,18:00~19:00,0,1,0,0,0,0,1,0,1,29.8,74,0,3.9,6,0,3,3,3,3,5,3,4,3,0
,19:00~20:00,0,1,0,0,0,0,0,0,1,29.1,78,0,2.4,7,0,2,2,2,2,5,3,4,3,0
,20:00~21:00,0,1,0,0,0,0,0,0,1,28.5,81,0,2.9,9,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,0,1,0,0,0,0,0,0,2,28.2,81,0,2.9,10,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,0,1,0,0,0,0,0,0,2,27.2,88,0,4.1,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,0,1,0,0,0,0,0,0,2,26.3,92,0,1.5,3,0,1,1,1,1,1,1,1,1,0
2022.08.29,0:00~1:00,1,0,0,0,0,0,0,0,2,25.6,95,0,2.6,5,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,2,25.9,89,0,1,7,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,2,26.8,86,0,1.8,12,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,2,25.6,93,0,2.9,13,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,2,26,88,0,1.9,13,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,2,24.9,89,0,1.6,13,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,1,25.1,87,0,1,14,0.3,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,1,25.5,90,0,1.3,5,0.75,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,1,27.1,79,0,1,11,1.7,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,1,29.2,75,0,2.4,9,1.84,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,1,30,70,0,1.6,7,2.48,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,1,31.6,66,0,2.6,6,3.3,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,0,0,0,0,4,32.6,62,0,6.1,9,3,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,0,0,0,0,4,33.3,66,0.1,4.8,6,3.36,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,0,0,0,0,4,32.8,62,0,5,6,2.75,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,33,65,0,6.6,6,2.3,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,32.4,65,0,5,6,1.92,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,1,0,2,32.1,64,0,4.6,6,1.31,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,1,0,2,30.8,70,0,5.2,6,0.66,3,3,3,3,5,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,1,0,2,30,73,0,4.9,8,0.1,2,2,2,2,5,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,1,0,2,29.2,75,0,4.2,8,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,28.5,79,0,3.4,6,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,28.6,80,0,3.2,7,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,28.3,80,0,4.1,8,0,1,1,1,1,1,1,1,1,0
2022.08.30,0:00~1:00,1,0,0,0,0,0,0,0,1,27.8,81,0,2.8,8,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,1,27.4,82,0.1,3.7,9,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,1,27.6,80,0.5,3.4,9,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,1,27.9,80,0.5,1.5,8,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,1,27.6,81,0.1,1.8,10,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,1,27.6,83,0,1,11,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,26.6,90,0,2.7,13,0.2,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,27.6,89,0,2.2,12,0.41,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,28.1,87,0,1,13,1.27,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,30.2,75,0,1.3,6,2.03,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,31,68,0,2.4,7,2.04,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,32.6,66,0,3,6,2.58,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,32,68,0,4.5,6,3.13,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,33.4,62,0,4.6,6,3.27,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,33.7,62,0,4.9,6,3.03,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,33.5,63,0,4.7,7,2.53,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,32.9,63,0,5.4,7,1.95,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,2,32.1,68,0,5,6,0.91,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,2,31,71,0,3.3,6,0.21,3,3,3,3,4,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,2,30.6,73,0,2.4,7,0.06,2,2,2,2,4,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,2,29.6,77,0,2.9,6,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,4,29.4,78,0,1.4,7,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,4,28.6,81,0.1,2,9,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,4,28.2,81,0.4,1.5,9,0,1,1,1,1,1,1,1,1,0
2022.08.31,0:00~1:00,1,0,0,0,0,0,0,0,4,28.1,80,0.3,1.5,12,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,4,27.8,83,0.2,2.3,14,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,4,28,81,0,2.5,13,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,2,28.3,82,0,2.4,13,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,2,27.7,83,0,2.1,12,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,2,27.7,87,0,1.6,10,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,27.3,87,0,2,9,0.23,2,2,2,2,4,3,4,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,28.5,81,0,1.4,12,0.71,3,3,4,4,5,3,4,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,28.7,84,0,1,3,1.53,4,4,5,5,5,3,4,2,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,31,72,0,1.5,5,2.49,3,3,4,4,4,3,4,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,32.1,68,0,1.2,13,1.72,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,33,65,0,3.4,7,2.39,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,33.5,66,0,3.4,8,3.25,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,34.6,64,0,4.3,7,3.22,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,34.1,59,0,4,7,3,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,1,34.4,61,0,4.1,7,2.57,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,1,34.1,58,0,2.8,7,1.58,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,1,33.3,62,0,3.6,6,0.65,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,1,32.8,62,0,3.4,7,0.64,3,3,3,3,4,3,4,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,1,31.2,72,0,2.5,7,0.08,2,2,2,2,4,3,4,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,1,30.3,77,0,2.4,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,1,29.9,76,0,1.8,7,0,2,2,2,2,3,2,3,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,1,29,83,0,2.1,5,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,1,29.8,81,0,1.7,15,0,1,1,1,1,1,1,1,1,0
2022.09.01,0:00~1:00,1,0,0,0,0,0,0,0,4,30.1,80,0,1,8,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,4,28.7,78,0.1,1.1,7,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,4,26.7,87,0.4,1.7,7,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,4,26.4,87,0.9,1.9,10,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,4,26.1,89,1.6,0.7,14,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,4,25.8,89,0.9,0.7,15,0.02,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,4,25.6,91,0.4,1.7,7,0.35,2,2,2,2,4,3,3,3,0
,7:00~8:00,1,0,1,0,0,0,0,0,4,26.7,79,0.1,1,15,0.98,3,3,4,4,5,3,3,3,0
,8:00~9:00,1,0,1,0,0,0,0,0,4,28.1,71,0,2.2,7,1.66,4,4,5,5,5,3,3,3,0
,9:00~10:00,1,0,0,0,1,0,0,0,2,30.1,67,0,2,15,2.29,3,3,4,4,5,3,3,2,0
,10:00~11:00,1,0,0,0,1,0,0,0,2,31.8,58,0,1.7,7,2.81,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,1,0,0,0,2,32.8,54,0,2.1,7,3.15,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,1,0,0,0,2,34.8,48,0,4.6,7,3.31,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,1,0,0,0,2,35.9,47,0,3.8,7,3.27,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,1,0,0,0,2,35.6,46,0,5.3,7,3.02,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,1,0,0,0,2,36.1,44,0,4,7,2.57,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,1,0,0,0,2,35.5,47,0,4.3,6,1.99,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,1,0,0,0,2,35.7,48,0,4.8,6,0.89,2,2,2,2,3,2,3,2,0
,18:00~19:00,1,0,1,0,0,0,0,0,4,35.1,51,0,3.7,8,0.2,3,3,3,3,4,3,3,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,4,32.5,60,0.1,2.6,6,0.09,2,2,2,2,4,3,3,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,4,30.7,64,0,3.6,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,29.3,72,0,2.2,6,0,2,2,2,2,3,2,2,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,27.8,81,0,2.1,6,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,27.5,84,0,2.7,7,0,1,1,1,1,2,1,1,1,0
2022.09.02,0:00~1:00,1,0,0,0,0,0,0,0,2,27.3,84,0,1,6,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,1,0,0,0,0,0,0,0,2,26.7,87,0,1.8,7,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,1,0,0,0,0,0,0,0,2,26.7,87,0,1.1,8,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,1,0,0,0,0,0,0,0,2,26.3,87,0,0.7,7,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,1,0,0,0,0,0,0,0,2,26,87,0,1.4,6,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,1,0,0,0,0,0,0,0,2,25.7,89,0,1.6,7,0.02,1,1,1,1,3,1,3,2,0
,6:00~7:00,1,0,0,0,0,0,0,0,2,26.4,88,0,0.7,12,0.34,2,2,2,2,4,2,3,2,0
,7:00~8:00,1,0,1,0,0,0,0,0,2,25.6,93,0,1.2,8,0.92,3,3,4,4,4,2,3,2,0
,8:00~9:00,1,0,1,0,0,0,0,0,2,27.1,87,0,1.5,2,1.6,4,4,5,5,4,2,3,2,0
,9:00~10:00,1,0,0,0,0,0,0,0,4,29,76,0,2.2,3,2.44,3,3,4,4,5,2,3,2,0
,10:00~11:00,1,0,0,0,0,0,0,0,4,31.4,68,0.1,4,7,2.61,2,2,3,3,4,2,2,2,0
,11:00~12:00,1,0,0,0,0,0,0,0,4,32,60,0.4,4.1,7,2.97,2,2,2,2,3,2,2,2,0
,12:00~13:00,1,0,0,0,0,0,0,0,4,32.5,64,0.9,5.5,6,3.25,2,2,2,2,3,2,2,2,0
,13:00~14:00,1,0,0,0,0,0,0,0,4,33.2,61,1.6,6,6,3.24,2,2,2,2,3,2,2,2,0
,14:00~15:00,1,0,0,0,0,0,0,0,4,34,61,0.9,5.5,6,2.99,2,2,2,2,3,2,2,2,0
,15:00~16:00,1,0,0,0,0,0,0,0,4,33.6,59,0.4,5.4,6,2.49,2,2,2,2,3,2,2,2,0
,16:00~17:00,1,0,0,0,0,0,0,0,4,34.3,57,0.1,3.8,6,1.18,2,2,2,2,3,2,2,2,0
,17:00~18:00,1,0,0,0,0,0,0,0,4,33,57,0,3.8,6,1.05,2,2,2,2,4,3,3,3,0
,18:00~19:00,1,0,1,0,0,0,0,0,2,31.5,63,0,2.8,6,0.3,3,3,3,3,5,4,3,3,0
,19:00~20:00,1,0,1,0,0,0,0,0,2,30.4,66,0,3.1,7,0.07,2,2,2,2,5,4,3,3,0
,20:00~21:00,1,0,0,0,0,0,0,0,2,29.6,71,0,2.8,7,0,2,2,2,2,4,3,3,3,0
,21:00~22:00,1,0,0,0,0,0,0,0,2,28.8,72,0,3.2,7,0,2,2,2,2,3,2,2,2,0
,22:00~23:00,1,0,0,0,0,0,0,0,2,27.9,77,0,2.5,8,0,2,2,2,2,2,2,2,2,0
,23:00~0:00,1,0,0,0,0,0,0,0,2,27.9,69,0,2.8,8,0,1,1,1,1,2,1,1,1,0
2022.09.03,0:00~1:00,0,1,0,0,0,0,0,0,2,27.5,71,0,2.4,9,0,1,1,1,1,1,1,1,1,0
,1:00~2:00,0,1,0,0,0,0,0,0,2,27.6,75,0,1.2,11,0,0,0,0,0,0,0,0,0,0
,2:00~3:00,0,1,0,0,0,0,0,0,2,27.1,78,0,1.3,9,0,0,0,0,0,0,0,0,0,0
,3:00~4:00,0,1,0,0,0,0,0,0,2,26.3,83,0,0.7,5,0,0,0,0,0,0,0,0,0,0
,4:00~5:00,0,1,0,0,0,0,0,0,2,25.8,86,0,1.6,9,0,0,0,0,0,0,0,0,0,0
,5:00~6:00,0,1,0,0,0,0,0,0,2,25.4,89,0,1.1,8,0,1,1,1,1,3,1,3,2,0
,6:00~7:00,0,1,0,0,0,0,0,0,2,25.4,92,0,1.1,12,0.07,2,2,2,2,4,2,3,2,0
,7:00~8:00,0,1,0,0,0,0,0,0,2,26.6,88,0,1.3,12,0.21,3,3,4,4,4,2,3,2,0
,8:00~9:00,0,1,0,0,0,0,0,0,2,27.1,86,0,1.2,11,0.48,4,4,5,5,4,2,3,2,0
,9:00~10:00,0,1,0,0,1,0,0,0,2,29,75,0,1.5,11,1.48,3,3,4,4,5,2,3,2,0
,10:00~11:00,0,1,0,0,1,0,0,0,2,30.7,69,0,1.5,9,1.62,2,2,3,3,4,2,2,2,0
,11:00~12:00,0,1,0,0,1,0,0,0,2,30.9,67,0,3.1,9,0.93,2,2,2,2,3,2,2,2,0
,12:00~13:00,0,1,0,0,1,0,0,0,2,29.8,77,0,3.7,6,2.28,2,2,2,2,3,2,2,2,0
,13:00~14:00,0,1,0,0,1,0,0,0,2,32.3,66,0,3.2,9,3.22,2,2,2,2,3,2,2,2,0
