,,,,,,,,,,,,,,,,,,Mita-Line,,Oedo-Line,
,11:00~12:00,N,Y,N,N,N,N,N,N,rainy,30.8,72,0,5.1,south-southeast,2.9,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,31.3,73,0,4,southeast,3.08,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,32.2,70,0,6.1,southeast,1.88,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,N,N,N,cloudy,32.6,67,0,4.7,southeast,2.04,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,N,N,N,cloudy,32.2,64,0,5.2,southeast,1.08,,3,2,2,2
,16:00~17:00,N,Y,N,N,Y,N,Y,N,cloudy,32.1,68,0,5.2,south-southeast,0.16,,3,2,2,2
,17:00~18:00,N,Y,N,N,Y,N,Y,N,cloudy,31.5,67,0,4.5,south-southeast,0.01,,4,3,3,3
,18:00~19:00,N,Y,N,N,N,N,Y,N,sunny,29.8,74,0,3.9,southeast,0,,5,3,4,3
,19:00~20:00,N,Y,N,N,N,N,N,N,sunny,29.1,78,0,2.4,south-southeast,0,,5,3,4,3
,20:00~21:00,N,Y,N,N,N,N,N,N,sunny,28.5,81,0,2.9,south-southwest,0,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,cloudy,28.2,81,0,2.9,southwest,0,,3,2,3,2
,22:00~23:00,N,Y,N,N,N,N,N,N,cloudy,27.2,88,0,4.1,south,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,cloudy,26.3,92,0,1.5,east-northeast,0,,1,1,1,1
2022.08.29,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,25.6,95,0,2.6,east-southeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,25.9,89,0,1,south-southeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,26.8,86,0,1.8,west,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,25.6,93,0,2.9,west-northwest,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,26,88,0,1.9,west-northwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,24.9,89,0,1.6,west-northwest,0,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,sunny,25.1,87,0,1,northwest,0.3,,4,3,4,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,sunny,25.5,90,0,1.3,east-southeast,0.75,,5,3,5,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,sunny,27.1,79,0,1,west-southwest,1.7,,5,3,5,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,sunny,29.2,75,0,2.4,south-southwest,1.84,,4,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,sunny,30,70,0,1.6,south-southeast,2.48,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,sunny,31.6,66,0,2.6,southeast,3.3,,3,2,2,2
,12:00~13:00,Y,N,N,N,N,N,N,N,rainy,32.6,62,0,6.1,south-southwest,3,,3,2,2,2
,13:00~14:00,Y,N,N,N,N,N,N,N,rainy,33.3,66,0.1,4.8,southeast,3.36,,3,2,2,2
,14:00~15:00,Y,N,N,N,N,N,N,N,rainy,32.8,62,0,5,southeast,2.75,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,33,65,0,6.6,southeast,2.3,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,32.4,65,0,5,southeast,1.92,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,Y,N,cloudy,32.1,64,0,4.6,southeast,1.31,,4,3,3,3
,18:00~19:00,Y,N,Y,N,N,N,Y,N,cloudy,30.8,70,0,5.2,southeast,0.66,,5,3,4,3
,19:00~20:00,Y,N,Y,N,N,N,Y,N,cloudy,30,73,0,4.9,south,0.1,,5,3,4,3
,20:00~21:00,Y,N,N,N,N,N,Y,N,cloudy,29.2,75,0,4.2,south,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,cloudy,28.5,79,0,3.4,southeast,0,,3,2,3,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,28.6,80,0,3.2,south,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,28.3,80,0,4.1,south-southeast,0,,1,1,1,1
2022.08.30,0:00~1:00,Y,N,N,N,N,N,N,N,rainy,27.8,81,0,2.8,south,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,rainy,27.4,82,0.1,3.7,south-southwest,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,rainy,27.6,80,0.5,3.4,south-southwest,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,rainy,27.9,80,0.5,1.5,south,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,rainy,27.6,81,0.1,1.8,southwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,rainy,27.6,83,0,1,west-southwest,0,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,26.6,90,0,2.7,west-northwest,0.2,,4,3,4,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,27.6,89,0,2.2,west,0.41,,5,3,5,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,28.1,87,0,1,west-northwest,1.27,,5,3,5,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,30.2,75,0,1.3,southeast,2.03,,4,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,31,68,0,2.4,south-southeast,2.04,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,32.6,66,0,3,southeast,2.58,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,32,68,0,4.5,southeast,3.13,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,33.4,62,0,4.6,southeast,3.27,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,33.7,62,0,4.9,southeast,3.03,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,33.5,63,0,4.7,south-southeast,2.53,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,32.9,63,0,5.4,south-southeast,1.95,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,N,N,cloudy,32.1,68,0,5,southeast,0.91,,4,3,3,3
,18:00~19:00,Y,N,Y,N,N,N,N,N,cloudy,31,71,0,3.3,southeast,0.21,,5,3,4,3
,19:00~20:00,Y,N,Y,N,N,N,N,N,cloudy,30.6,73,0,2.4,south-southeast,0.06,,5,3,4,3
,20:00~21:00,Y,N,N,N,N,N,N,N,cloudy,29.6,77,0,2.9,sotuheast,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,rainy,29.4,78,0,1.4,south-southeast,0,,3,2,3,2
,22:00~23:00,Y,N,N,N,N,N,N,N,rainy,28.6,81,0.1,2,south-southwest,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,rainy,28.2,81,0.4,1.5,south-southwest,0,,1,1,1,1
2022.08.31,0:00~1:00,Y,N,N,N,N,N,N,N,rainy,28.1,80,0.3,1.5,west,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,rainy,27.8,83,0.2,2.3,northwest,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,rainy,28,81,0,2.5,west-northwest,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,28.3,82,0,2.4,west-northwest,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,27.7,83,0,2.1,west,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,27.7,87,0,1.6,southwest,0,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,27.3,87,0,2,south-southwest,0.23,,4,3,4,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,28.5,81,0,1.4,west,0.71,,5,3,5,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,28.7,84,0,1,east-northeast,1.53,,5,3,5,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,31,72,0,1.5,east-southeast,2.49,,4,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,32.1,68,0,1.2,west-northwest,1.72,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,33,65,0,3.4,south-southeast,2.39,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,33.5,66,0,3.4,south,3.25,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,34.6,64,0,4.3,south-southeast,3.22,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,34.1,59,0,4,south-southeast,3,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,34.4,61,0,4.1,south-southeast,2.57,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,34.1,58,0,2.8,south-southeast,1.58,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,33.3,62,0,3.6,southeast,0.65,,4,3,3,3
,18:00~19:00,Y,N,Y,N,N,N,N,N,sunny,32.8,62,0,3.4,south-southeast,0.64,,5,3,4,3
,19:00~20:00,Y,N,Y,N,N,N,N,N,sunny,31.2,72,0,2.5,south-southeast,0.08,,5,3,4,3
,20:00~21:00,Y,N,N,N,N,N,N,N,sunny,30.3,77,0,2.4,south-southeast,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,sunny,29.9,76,0,1.8,south-southeast,0,,3,2,3,2
,22:00~23:00,Y,N,N,N,N,N,N,N,sunny,29,83,0,2.1,east-southeast,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,sunny,29.8,81,0,1.7,north-northwest,0,,1,1,1,1
2022.09.01,0:00~1:00,Y,N,N,N,N,N,N,N,rainy,30.1,80,0,1,south,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,rainy,28.7,78,0.1,1.1,south-southeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,rainy,26.7,87,0.4,1.7,south-southeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,rainy,26.4,87,0.9,1.9,southwest,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,rainy,26.1,89,1.6,0.7,northwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,rainy,25.8,89,0.9,0.7,north-northwest,0.02,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,rainy,25.6,91,0.4,1.7,east-southeast,0.35,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,rainy,26.7,79,0.1,1,north-northwest,0.98,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,rainy,28.1,71,0,2.2,east-southeast,1.66,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,cloudy,30.1,67,0,2,north-northwest,2.29,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,cloudy,31.8,58,0,1.7,east-southeast,2.81,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,cloudy,32.8,54,0,2.1,east-southeast,3.15,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,cloudy,34.8,48,0,4.6,south-southeast,3.31,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,cloudy,35.9,47,0,3.8,south-southeast,3.27,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,cloudy,35.6,46,0,5.3,south-southeast,3.02,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,cloudy,36.1,44,0,4,south-southeast,2.57,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,cloudy,35.5,47,0,4.3,southeast,1.99,,3,2,2,2
,17:00~18:00,Y,N,N,N,Y,N,N,N,cloudy,35.7,48,0,4.8,southeast,0.89,,3,2,3,2
,18:00~19:00,Y,N,Y,N,N,N,N,N,rainy,35.1,51,0,3.7,south,0.2,,4,3,3,3
,19:00~20:00,Y,N,Y,N,N,N,N,N,rainy,32.5,60,0.1,2.6,southeast,0.09,,4,3,3,3
,20:00~21:00,Y,N,N,N,N,N,N,N,rainy,30.7,64,0,3.6,south-southeast,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,cloudy,29.3,72,0,2.2,southeast,0,,3,2,2,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,27.8,81,0,2.1,southeast,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,27.5,84,0,2.7,south-southeast,0,,2,1,1,1
2022.09.02,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,27.3,84,0,1,southeast0,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,26.7,87,0,1.8,south-southeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,26.7,87,0,1.1,south,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,26.3,87,0,0.7,south-southeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,26,87,0,1.4,southeast,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,25.7,89,0,1.6,south-southeast,0.02,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,26.4,88,0,0.7,west,0.34,,4,2,3,2
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,25.6,93,0,1.2,south,0.92,,4,2,3,2
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,27.1,87,0,1.5,northeast,1.6,,4,2,3,2
,9:00~10:00,Y,N,N,N,N,N,N,N,rainy,29,76,0,2.2,east-northeast,2.44,,5,2,4,2
,10:00~11:00,Y,N,N,N,N,N,N,N,rainy,31.4,68,0.1,4,south-southeast,2.61,,4,2,2,2
,11:00~12:00,Y,N,N,N,N,N,N,N,rainy,32,60,0.4,4.1,south-southeast,2.97,,3,2,2,2
,12:00~13:00,Y,N,N,N,N,N,N,N,rainy,32.5,64,0.9,5.5,southeast,3.25,,3,2,2,2
,13:00~14:00,Y,N,N,N,N,N,N,N,rainy,33.2,61,1.6,6,southeast,3.24,,3,2,2,2
,14:00~15:00,Y,N,N,N,N,N,N,N,rainy,34,61,0.9,5.5,southeast,2.99,,3,2,2,2
,15:00~16:00,Y,N,N,N,N,N,N,N,rainy,33.6,59,0.4,5.4,southeast,2.49,,3,2,2,2
,16:00~17:00,Y,N,N,N,N,N,N,N,rainy,34.3,57,0.1,3.8,south-southeast,1.18,,3,2,2,2
,17:00~18:00,Y,N,N,N,N,N,N,N,rainy,33,57,0,3.8,southeast,1.05,,4,3,4,3
,18:00~19:00,Y,N,Y,N,N,N,N,N,cloudy,31.5,63,0,2.8,southeast,0.3,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,N,N,N,cloudy,30.4,66,0,3.1,south-southeast,0.07,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,N,N,N,cloudy,29.6,71,0,2.8,south-southeast,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,cloudy,28.8,72,0,3.2,south-southeast,0,,3,2,2,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,27.9,77,0,2.5,south,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,27.9,69,0,2.8,south,0,,2,1,1,1
2022.09.03,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,27.5,71,0,2.4,south-southwest,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,27.6,75,0,1.2,west-southewest,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,27.1,78,0,1.3,south-southwest,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,26.3,83,0,0.7,east-southwest,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,25.8,86,0,1.6,south-southwest,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,25.4,89,0,1.1,south,0,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,25.4,92,0,1.1,west,0.07,,4,2,3,2
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,26.6,88,0,1.3,west,0.21,,4,2,3,2
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,27.1,86,0,1.2,west-southwest,0.48,,4,2,3,2
,9:00~10:00,N,Y,N,N,Y,N,N,N,cloudy,29,75,0,1.5,west-southwest,1.48,,5,2,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,cloudy,30.7,69,0,1.5,south-southweast,1.62,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,cloudy,30.9,67,0,3.1,south-southweast,0.93,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,29.8,77,0,3.7,southeast,2.28,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,32.3,66,0,3.2,south-southwest,3.22,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,N,N,N,cloudy,34.2,57,0,2.2,south-southwest,2.04,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,N,N,N,cloudy,33.3,61,0,1.5,south-southwest,0.68,,3,2,2,2
,16:00~17:00,N,Y,N,N,Y,N,N,N,cloudy,30.7,73,0,2.7,north-northeast,0.53,,3,2,2,2
,17:00~18:00,N,Y,N,N,Y,N,N,N,cloudy,31.2,67,0,1.3,northwest,0.48,,4,3,4,3
,18:00~19:00,N,Y,N,N,N,N,N,N,sunny,30.6,64,0,1.9,south,0.28,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,N,N,sunny,29.4,70,0,3.9,southeast,0.14,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,sunny,28.5,74,0,4.4,south-southwest,0.02,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,sunny,29.1,73,0,4.2,south,0,,3,2,2,2
,22:00~23:00,N,Y,N,N,N,N,N,N,sunny,28.6,65,0,3.5,southwest,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,sunny,27.5,71,0,3.8,south-southwest,0,,2,1,1,1
2022.09.04,0:00~1:00,N,Y,N,N,N,N,N,N,cloudy,27.5,71,0,1.9,southwest,0,,1,1,1,1
,1:00~2:00,N,Y,N,N,N,N,N,N,cloudy,27.3,72,0,2.2,west-southwest,0,,0,0,0,0
,2:00~3:00,N,Y,N,N,N,N,N,N,cloudy,27,73,0,1.8,south-southwest,0,,0,0,0,0
,3:00~4:00,N,Y,N,N,N,N,N,N,cloudy,27.4,72,0,1.4,west,0,,0,0,0,0
,4:00~5:00,N,Y,N,N,N,N,N,N,cloudy,26.9,75,0,1.3,southwest,0,,0,0,0,0
,5:00~6:00,N,Y,N,N,N,N,N,N,cloudy,26.5,79,0,1.7,south-southwest,0.03,,3,1,3,2
,6:00~7:00,N,Y,N,N,N,N,N,N,cloudy,26.5,78,0,0.8,south-southwest,0.14,,4,3,4,3
,7:00~8:00,N,Y,N,N,N,N,N,N,cloudy,26.8,77,0,1.5,west-southwest,0.35,,5,3,4,3
,8:00~9:00,N,Y,N,N,N,N,N,N,cloudy,26.5,82,0,1.8,west-northwest,0.18,,5,3,4,3
,9:00~10:00,N,Y,N,N,Y,N,N,N,sunny,26.4,84,0,0.6,northeast,0.14,,5,3,4,2
,10:00~11:00,N,Y,N,N,Y,N,N,N,sunny,25.2,94,0,1.8,west-southwest,0.22,,4,2,2,2
,11:00~12:00,N,Y,N,N,Y,N,N,N,sunny,24.4,98,0,1.3,east,0.93,,3,2,2,2
,12:00~13:00,N,Y,N,N,Y,N,N,N,cloudy,25,98,0,2.1,south-southwest,0.95,,3,2,2,2
,13:00~14:00,N,Y,N,N,Y,N,N,N,cloudy,26.3,98,0,2.1,southwest,1.03,,3,2,2,2
,14:00~15:00,N,Y,N,N,Y,N,N,N,cloudy,26.4,91,0,2.6,south-southeast,1.04,,3,2,2,2
,15:00~16:00,N,Y,N,N,Y,N,N,N,sunny,26.5,87,0,1.8,south,0.97,,3,2,2,2
,16:00~17:00,N,Y,N,N,Y,N,N,N,sunny,27.6,80,0,2.8,southwest,1.04,,3,3,3,3
,17:00~18:00,N,Y,N,N,Y,N,N,N,sunny,28.8,72,0,2,south-southwest,0.97,,4,4,4,4
,18:00~19:00,N,Y,N,N,N,N,N,N,cloudy,28.9,73,0,2.2,south,1.04,,5,4,4,4
,19:00~20:00,N,Y,N,N,N,N,N,N,cloudy,28.3,71,0,3.3,south-southwest,0.61,,5,4,4,4
,20:00~21:00,N,Y,N,N,N,N,N,N,cloudy,27.2,76,0,2.8,south-southwest,0.29,,4,3,3,3
,21:00~22:00,N,Y,N,N,N,N,N,N,sunny,26.9,76,0,1.9,south,0.1,,3,2,2,2
,22:00~23:00,N,Y,N,N,N,N,N,N,sunny,26.4,75,0,2,south,0,,2,2,2,2
,23:00~0:00,N,Y,N,N,N,N,N,N,sunny,25.7,76,0,2.8,south-southwest,0,,2,1,1,1
2022.09.05,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,25.7,76,0,1.2,southwest,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,25.9,76,0,0.8,southwest,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,24.4,82,0,0.7,south-southwest,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,24.2,83,0,1.6,southwest,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,cloudy,24.4,83,0,2.2,south-southwest,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,cloudy,24.5,87,0,1.3,west-southwest,0.03,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,cloudy,25.1,81,0,2.6,south,0.22,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,cloudy,24.5,82,0,2.7,south-southwest,0.73,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,cloudy,25.2,82,0,2.3,south-southwest,1.44,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,sunny,27,76,0,2.3,south-southwest,2.13,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,sunny,27.7,68,0,2.7,southwest,2.34,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,sunny,29.6,68,0,4.3,south-southwest,2.61,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,sunny,29.6,62,0,5.5,south,2.31,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,sunny,31.9,59,0,7.1,south-southwest,1.91,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,sunny,30.9,60,0,6.8,south,0.99,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,27.9,69,0,6.1,south,1.32,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,26.9,77,0,4.3,south,0.45,,3,3,3,3
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,27.3,77,0,3.7,south,0.25,,4,4,4,4
,18:00~19:00,Y,N,Y,N,N,N,N,N,sunny,26.7,81,0,4.5,south,0.13,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,N,N,N,sunny,25.1,89,0,3.9,south,0.01,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,N,N,N,sunny,25.3,87,0,4.7,south-southeast,0,,4,3,3,3
,21:00~22:00,Y,N,N,N,N,N,N,N,cloudy,24.3,94,0,4.5,south,0,,3,2,2,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,24.2,94,0,2.1,east,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,24.5,93,0,2.3,east,0,,2,1,1,1
2022.09.06,0:00~1:00,Y,N,N,N,N,N,N,N,sunny,24.7,92,0,2.2,northeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,sunny,24.3,94,0,3.1,north-northeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,sunny,23.9,99,0,3,north-northeast,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,sunny,23.8,98,0,2.7,north-northeast,0,,0,0,0,0
,4:00~5:00,Y,N,N,N,N,N,N,N,sunny,23.9,97,0,2.4,north-northeast,0,,0,0,0,0
,5:00~6:00,Y,N,N,N,N,N,N,N,sunny,23.9,96,0,2.7,north,0.01,,3,1,3,2
,6:00~7:00,Y,N,N,N,N,N,N,N,rainy,23.8,97,0,2.2,north,0.08,,4,3,4,3
,7:00~8:00,Y,N,Y,N,N,N,N,N,rainy,23.7,97,0.1,2.2,north,0.33,,5,3,4,3
,8:00~9:00,Y,N,Y,N,N,N,N,N,rainy,24,96,0,1.5,north-northwest,0.48,,5,3,4,3
,9:00~10:00,Y,N,N,N,Y,N,N,N,sunny,24.8,89,0,2.6,north,0.8,,5,3,4,2
,10:00~11:00,Y,N,N,N,Y,N,N,N,sunny,25.7,85,0,4.9,north-northeast,1.48,,4,2,2,2
,11:00~12:00,Y,N,N,N,Y,N,N,N,sunny,26.8,78,0,3.3,north-northeast,1.22,,3,2,2,2
,12:00~13:00,Y,N,N,N,Y,N,N,N,sunny,28.6,69,0,2.5,north,2.12,,3,2,2,2
,13:00~14:00,Y,N,N,N,Y,N,N,N,sunny,29,69,0,5.3,north-northeast,1.02,,3,2,2,2
,14:00~15:00,Y,N,N,N,Y,N,N,N,sunny,29.5,66,0,3.7,northeast,1,,3,2,2,2
,15:00~16:00,Y,N,N,N,Y,N,N,N,sunny,29.5,65,0,2.2,northwest,0.54,,3,2,2,2
,16:00~17:00,Y,N,N,N,Y,N,N,N,sunny,28.8,68,0,2.6,north,0.75,,3,3,3,3
,17:00~18:00,Y,N,N,N,Y,N,N,N,sunny,28.2,73,0,4.3,northeast,0.46,,4,4,4,4
,18:00~19:00,Y,N,Y,N,N,Y,N,N,cloudy,29.3,71,0,4.7,northeast,0.4,,5,4,4,4
,19:00~20:00,Y,N,Y,N,N,Y,N,N,cloudy,27.9,71,0,5,northeast,0.09,,5,4,4,4
,20:00~21:00,Y,N,N,N,N,Y,N,N,cloudy,26.9,77,0,4.4,northeast,0,,5,4,4,4
,21:00~22:00,Y,N,N,N,N,Y,N,N,cloudy,25.3,82,0,3.3,northeast,0,,3,2,2,2
,22:00~23:00,Y,N,N,N,N,N,N,N,cloudy,24.8,84,0,4,north-northeast,0,,2,2,2,2
,23:00~0:00,Y,N,N,N,N,N,N,N,cloudy,24.2,86,0,2.8,north-northeast,0,,2,1,1,1
2022.09.07,0:00~1:00,Y,N,N,N,N,N,N,N,cloudy,23.6,89,0,3.2,northeast,0,,1,1,1,1
,1:00~2:00,Y,N,N,N,N,N,N,N,cloudy,24.1,84,0,3.4,north-northeast,0,,0,0,0,0
,2:00~3:00,Y,N,N,N,N,N,N,N,cloudy,24.1,84,0,1.7,north,0,,0,0,0,0
,3:00~4:00,Y,N,N,N,N,N,N,N,cloudy,23.8,85,0,1.3,north-northeast,0,,0,0,0,0
